scop_id,pdb_id,scop_class,hierarchy,superfamily
d6pfnb1,6pfn,d,d.142.1.0,d.142.1
d3reub_,3reu,d,d.104.1.1,d.104.1
d3vs4a3,3vs4,d,d.144.1.7,d.144.1
d3iecc_,3iec,d,d.144.1.0,d.144.1
d3orzd_,3orz,d,d.144.1.0,d.144.1
d4qwra_,4qwr,d,d.153.1.4,d.153.1
d6rr4a1,6rr4,d,d.58.4.0,d.58.4
d3rf1a1,3rf1,d,d.104.1.1,d.104.1
d1ypbi_,1ypb,d,d.40.1.1,d.40.1
d5l63d_,5l63,d,d.153.1.0,d.153.1
d1htqb2,1htq,d,d.128.1.1,d.128.1
d7kpla_,7kpl,d,d.144.1.0,d.144.1
d6xr5e2,6xr5,d,d.58.26.0,d.58.26
d5o4vc1,5o4v,d,d.108.1.0,d.108.1
d1nu3b_,1nu3,d,d.17.4.8,d.17.4
d2v9ja_,2v9j,d,d.129.6.2,d.129.6
d2yzna2,2yzn,d,d.142.1.0,d.142.1
d1fpyl1,1fpy,d,d.15.9.1,d.15.9
d3gvib2,3gvi,d,d.162.1.0,d.162.1
d4yeab_,4yea,d,d.58.17.1,d.58.17
d3tw2b_,3tw2,d,d.13.1.1,d.13.1
d5dpia_,5dpi,d,d.22.1.1,d.22.1
d6fpse_,6fps,d,d.80.1.1,d.80.1
d4upra_,4upr,d,d.174.1.1,d.174.1
d5la6c2,5la6,d,d.79.2.1,d.79.2
d3otax_,3ota,d,d.150.1.0,d.150.1
d5ya2d_,5ya2,d,d.94.1.1,d.94.1
d2pswc_,2psw,d,d.108.1.0,d.108.1
d3m2rf_,3m2r,d,d.58.31.1,d.58.31
d3h9oa_,3h9o,d,d.144.1.0,d.144.1
d3tsrc_,3tsr,d,d.5.1.1,d.5.1
d5fggd_,5fgg,d,d.153.1.4,d.153.1
d3dnza_,3dnz,d,d.92.1.2,d.92.1
d1fwkb1,1fwk,d,d.14.1.5,d.14.1
d6ro0h1,6ro0,d,d.169.1.2,d.169.1
d6uyic_,6uyi,d,d.15.1.1,d.15.1
d1s1qa_,1s1q,d,d.20.1.2,d.20.1
d5ia4a_,5ia4,d,d.144.1.7,d.144.1
d3b7ux3,3b7u,d,d.92.1.13,d.92.1
d1smka2,1smk,d,d.162.1.0,d.162.1
d1kwcb1,1kwc,d,d.32.1.3,d.32.1
d6ezjk2,6ezj,d,d.14.1.9,d.14.1
d6hwag_,6hwa,d,d.153.1.4,d.153.1
d3qvra2,3qvr,d,d.16.1.1,d.16.1
d5xgkb1,5xgk,d,d.32.1.3,d.32.1
d7k0vb1,7k0v,d,d.144.1.0,d.144.1
d5cz4s_,5cz4,d,d.153.1.4,d.153.1
d4ezmj_,4ezm,d,d.169.1.1,d.169.1
d4o13a1,4o13,d,d.41.2.0,d.41.2
d6gr2f1,6gr2,d,d.14.1.5,d.14.1
d4f64b_,4f64,d,d.144.1.7,d.144.1
d1n60e2,1n60,d,d.133.1.1,d.133.1
d6v8sm_,6v8s,d,d.129.3.1,d.129.3
d3ioka_,3iok,d,d.144.1.0,d.144.1
d5bxla_,5bxl,d,d.153.1.4,d.153.1
d6hw7m_,6hw7,d,d.153.1.4,d.153.1
d6hvws_,6hvw,d,d.153.1.4,d.153.1
d4jfgh_,4jfg,d,d.22.1.1,d.22.1
d2p9ed3,2p9e,d,d.58.18.1,d.58.18
d4rm5b_,4rm5,d,d.157.1.0,d.157.1
d1wuub2,1wuu,d,d.58.26.7,d.58.26
d5agpb_,5agp,d,d.174.1.1,d.174.1
d3g7kb1,3g7k,d,d.21.1.0,d.21.1
d2rmmb1,2rmm,d,d.15.7.1,d.15.7
d7cuca1,7cuc,d,d.96.1.4,d.96.1
d2ooyc_,2ooy,d,d.129.6.2,d.129.6
d4qwlr_,4qwl,d,d.153.1.4,d.153.1
d1fzdb_,1fzd,d,d.171.1.1,d.171.1
d1vaye1,1vay,d,d.96.1.4,d.96.1
d6ir6a_,6ir6,d,d.22.1.1,d.22.1
d5s4vb2,5s4v,d,d.79.2.1,d.79.2
d2zwgb_,2zwg,d,d.386.1.1,d.386.1
d1sa1d2,1sa1,d,d.79.2.1,d.79.2
d4ugga_,4ugg,d,d.174.1.1,d.174.1
d4wuba2,4wub,d,d.14.1.0,d.14.1
d2vvia_,2vvi,d,d.22.1.0,d.22.1
d1vaya2,1vay,d,d.96.1.4,d.96.1
d5jpfa_,5jpf,d,d.159.1.3,d.159.1
d1uf3h_,1uf3,d,d.159.1.6,d.159.1
d2z6pa_,2z6p,d,d.20.1.4,d.20.1
d1rcoc_,1rco,d,d.73.1.1,d.73.1
d1kt2d2,1kt2,d,d.19.1.1,d.19.1
d4nq6a_,4nq6,d,d.157.1.1,d.157.1
d2wgsi2,2wgs,d,d.128.1.0,d.128.1
d2ibaa1,2iba,d,d.96.1.4,d.96.1
d5w8mb1,5w8m,d,d.159.1.0,d.159.1
d5l5rf_,5l5r,d,d.153.1.4,d.153.1
d6pf8e2,6pf8,d,d.117.1.1,d.117.1
d1d5d.1,1d5d,d,d.5.1.1,d.5.1
d5mowb_,5mow,d,d.144.1.7,d.144.1
d3ogxa_,3ogx,d,d.118.1.1,d.118.1
d6v5da_,6v5d,d,d.15.1.1,d.15.1
d3ngtl_,3ngt,d,d.58.6.1,d.58.6
d4uy9b_,4uy9,d,d.144.1.0,d.144.1
d5ajqb_,5ajq,d,d.144.1.7,d.144.1
d5trmd_,5trm,d,d.108.1.0,d.108.1
d1b65c_,1b65,d,d.154.1.1,d.154.1
d1luwb2,1luw,d,d.44.1.1,d.44.1
d4lnoc2,4lno,d,d.128.1.0,d.128.1
d7k9ra1,7k9r,d,d.122.1.1,d.122.1
d2bbja1,2bbj,d,d.328.1.1,d.328.1
d5mn5a2,5mn5,d,d.79.2.0,d.79.2
d6ndda_,6ndd,d,d.169.1.1,d.169.1
d5dwra_,5dwr,d,d.144.1.7,d.144.1
d3rwsa1,3rws,d,d.129.3.0,d.129.3
d3ue4a_,3ue4,d,d.144.1.7,d.144.1
d3bhvc1,3bhv,d,d.144.1.7,d.144.1
d3imdb_,3imd,d,d.93.1.1,d.93.1
d5s57d2,5s57,d,d.79.2.1,d.79.2
d2fmsa3,2fms,d,d.218.1.2,d.218.1
d4itza_,4itz,d,d.26.1.0,d.26.1
d1up7f2,1up7,d,d.162.1.2,d.162.1
d4mv1a2,4mv1,d,d.142.1.0,d.142.1
d6fbpb1,6fbp,d,d.130.1.0,d.130.1
d1vq4s1,1vq4,d,d.12.1.1,d.12.1
d1dbvp2,1dbv,d,d.81.1.1,d.81.1
d2v6ad2,2v6a,d,d.58.9.0,d.58.9
d4awia_,4awi,d,d.144.1.7,d.144.1
d5vb0a1,5vb0,d,d.32.1.0,d.32.1
d5q5xa_,5q5x,d,d.157.1.15,d.157.1
d2j49a1,2j49,d,d.379.1.1,d.379.1
d3azbv_,3azb,d,d.38.1.6,d.38.1
d2z3kb_,2z3k,d,d.108.1.6,d.108.1
d5gt2a_,5gt2,d,d.58.4.0,d.58.4
d1z1qa_,1z1q,d,d.22.1.1,d.22.1
d1q40d_,1q40,d,d.17.4.2,d.17.4
d4ksln1,4ksl,d,d.15.1.1,d.15.1
d1v30a1,1v30,d,d.269.1.1,d.269.1
d4xq7a1,4xq7,d,d.218.1.0,d.218.1
d4lf1e1,4lf1,d,d.58.9.0,d.58.9
d6nvlc_,6nvl,d,d.144.1.7,d.144.1
d1l8pa2,1l8p,d,d.54.1.1,d.54.1
d1l3lb2,1l3l,d,d.110.5.1,d.110.5
d6reyk_,6rey,d,d.153.1.4,d.153.1
d4gvya2,4gvy,d,d.128.1.2,d.128.1
d6n34a_,6n34,d,d.42.1.0,d.42.1
d3uxob3,3uxo,d,d.218.1.2,d.218.1
d5s5fd2,5s5f,d,d.79.2.1,d.79.2
d1u10b_,1u10,d,d.65.1.3,d.65.1
d1nddb_,1ndd,d,d.15.1.1,d.15.1
d2gt9d2,2gt9,d,d.19.1.1,d.19.1
d1c9ha_,1c9h,d,d.26.1.1,d.26.1
d6nqnc1,6nqn,d,d.22.1.0,d.22.1
d4awob_,4awo,d,d.122.1.1,d.122.1
d2oe9x_,2oe9,d,d.2.1.3,d.2.1
d2yawa_,2yaw,d,d.58.4.17,d.58.4
d3gr3a_,3gr3,d,d.90.1.0,d.90.1
d2pd1c2,2pd1,d,d.58.4.11,d.58.4
d6htps_,6htp,d,d.153.1.4,d.153.1
d1u1wa1,1u1w,d,d.21.1.2,d.21.1
d7aj7a_,7aj7,d,d.144.1.0,d.144.1
d1p3qv_,1p3q,d,d.15.1.1,d.15.1
d6auxa_,6aux,d,d.174.1.1,d.174.1
d3gc8a_,3gc8,d,d.144.1.7,d.144.1
d6xe1e_,6xe1,d,d.318.1.1,d.318.1
d7nehe1,7neh,d,d.318.1.1,d.318.1
d2v46i1,2v46,d,d.14.1.1,d.14.1
d1b65f_,1b65,d,d.154.1.1,d.154.1
d6hv2a_,6hv2,d,d.92.1.11,d.92.1
d3mg7w_,3mg7,d,d.153.1.4,d.153.1
d2fugn1,2fug,d,d.307.1.1,d.307.1
d1xxce_,1xxc,d,d.74.2.1,d.74.2
d4qwft_,4qwf,d,d.153.1.4,d.153.1
d5zlpc1,5zlp,d,d.15.9.0,d.15.9
d1japa_,1jap,d,d.92.1.11,d.92.1
d2vxwd1,2vxw,d,d.9.1.1,d.9.1
d2e2ta3,2e2t,d,d.17.2.1,d.17.2
d3eh8g2,3eh8,d,d.95.2.1,d.95.2
d4fm4i_,4fm4,d,d.149.1.0,d.149.1
d2vnpa_,2vnp,d,d.113.1.2,d.113.1
d6tu3a_,6tu3,d,d.153.1.4,d.153.1
d3n1sf_,3n1s,d,d.13.1.0,d.13.1
d2p9mb_,2p9m,d,d.37.1.0,d.37.1
d4ztmb_,4ztm,d,d.144.1.0,d.144.1
d2xr8w2,2xr8,d,d.129.3.0,d.129.3
d5vina4,5vin,d,d.129.2.0,d.129.2
d3l0gb1,3l0g,d,d.41.2.0,d.41.2
d3kpsa1,3kps,d,d.19.1.1,d.19.1
d1w6fb_,1w6f,d,d.3.1.5,d.3.1
d2hdxb_,2hdx,d,d.93.1.1,d.93.1
d4qwlj_,4qwl,d,d.153.1.4,d.153.1
d5f28a_,5f28,d,d.88.1.1,d.88.1
d6z1fl_,6z1f,d,d.73.1.0,d.73.1
d4r38a_,4r38,d,d.110.3.0,d.110.3
d2agoa1,2ago,d,d.240.1.1,d.240.1
d1yi2e1,1yi2,d,d.141.1.1,d.141.1
d1bgyi_,1bgy,d,d.184.1.3,d.184.1
d1kija2,1kij,d,d.122.1.2,d.122.1
d4r41a2,4r41,d,d.81.1.1,d.81.1
d2ozbd1,2ozb,d,d.79.3.1,d.79.3
d1dvmb_,1dvm,e,e.1.1.1,e.1.1
d1gl9c3,1gl9,e,e.10.1.1,e.10.1
d2nova_,2nov,e,e.11.1.0,e.11.1
d1d3ya_,1d3y,e,e.12.1.1,e.12.1
d1eqnb_,1eqn,e,e.13.1.1,e.13.1
d1rrja3,1rrj,e,e.15.1.1,e.15.1
d2ej0b_,2ej0,e,e.17.1.0,e.17.1
d1yqwq_,1yqw,e,e.18.1.1,e.18.1
d5a4mt_,5a4m,e,e.19.1.0,e.19.1
d2i05a_,2i05,e,e.2.1.1,e.2.1
d1vljb1,1vlj,e,e.22.1.2,e.22.1
d5jrha_,5jrh,e,e.23.1.1,e.23.1
d2om7k1,2om7,e,e.24.1.1,e.24.1
d1fvfb_,1fvf,e,e.25.1.1,e.25.1
d3i04m_,3i04,e,e.26.1.3,e.26.1
d1foua_,1fou,e,e.27.1.1,e.27.1
d2btvb_,2btv,e,e.28.1.1,e.28.1
d1k83a_,1k83,e,e.29.1.2,e.29.1
d4m3ka_,4m3k,e,e.3.1.1,e.3.1
d6rgva1,6rgv,e,e.32.1.1,e.32.1
d1knzn1,1knz,e,e.34.1.1,e.34.1
d1jmu.2,1jmu,e,e.35.1.1,e.35.1
d6ulub2,6ulu,e,e.37.1.0,e.37.1
d3f1gx_,3f1g,e,e.38.1.0,e.38.1
d4f3qa_,4f3q,e,e.39.1.1,e.39.1
d1ldkb2,1ldk,e,e.40.1.1,e.40.1
d1s26b_,1s26,e,e.41.1.1,e.41.1
d1m1ca_,1m1c,e,e.42.1.1,e.42.1
d3aaab_,3aaa,e,e.43.1.2,e.43.1
d5muxd_,5mux,e,e.44.1.1,e.44.1
d2nuda1,2nud,e,e.45.1.1,e.45.1
d1r6fa_,1r6f,e,e.46.1.1,e.46.1
d1q89a_,1q89,e,e.47.1.1,e.47.1
d1no7b_,1no7,e,e.48.1.1,e.48.1
d5zvqa_,5zvq,e,e.49.1.0,e.49.1
d1ggfc2,1ggf,e,e.5.1.1,e.5.1
d2ffja1,2ffj,e,e.50.1.1,e.50.1
d2fkna_,2fkn,e,e.51.1.1,e.51.1
d4wrrc_,4wrr,e,e.52.1.0,e.52.1
d1yy3b_,1yy3,e,e.53.1.0,e.53.1
d1sr8a_,1sr8,e,e.54.1.1,e.54.1
d1srqc_,1srq,e,e.55.1.1,e.55.1
d1xqbb_,1xqb,e,e.56.1.1,e.56.1
d1u7la_,1u7l,e,e.57.1.1,e.57.1
d1urjb_,1urj,e,e.58.1.1,e.58.1
d2fiyb_,2fiy,e,e.59.1.1,e.59.1
d4rm7a1,4rm7,e,e.6.1.0,e.6.1
d2ayie1,2ayi,e,e.60.1.1,e.60.1
d1zbpa1,1zbp,e,e.61.1.1,e.61.1
d2hqva1,2hqv,e,e.62.1.2,e.62.1
d2azeb1,2aze,e,e.63.1.2,e.63.1
d2avue1,2avu,e,e.64.1.1,e.64.1
d3vb9a_,3vb9,e,e.65.1.1,e.65.1
d2ijra1,2ijr,e,e.66.1.1,e.66.1
d2p62a1,2p62,e,e.67.1.1,e.67.1
d2oeza1,2oez,e,e.68.1.1,e.68.1
d3er8c_,3er8,e,e.69.1.1,e.69.1
d2y5ka_,2y5k,e,e.7.1.1,e.7.1
d2r6gf1,2r6g,e,e.70.1.1,e.70.1
d2i5ha1,2i5h,e,e.71.1.1,e.71.1
d2i71b2,2i71,e,e.72.1.1,e.72.1
d2o3ib_,2o3i,e,e.73.1.1,e.73.1
d2i0za2,2i0z,e,e.74.1.1,e.74.1
d5b7ba_,5b7b,e,e.75.1.1,e.75.1
d5mdmf_,5mdm,e,e.76.1.0,e.76.1
d6cfpa_,6cfp,e,e.77.1.1,e.77.1
d3raec_,3rae,e,e.78.1.1,e.78.1
d2yzsb_,2yzs,e,e.79.1.1,e.79.1
d1qaja_,1qaj,e,e.8.1.2,e.8.1
d4cmpa4,4cmp,e,e.80.1.1,e.80.1
d4an8a_,4an8,e,e.81.1.1,e.81.1
d4wsbc6,4wsb,e,e.82.1.1,e.82.1
d3jcla3,3jcl,e,e.83.1.1,e.83.1
d5id6a5,5id6,e,e.84.1.1,e.84.1
d1nk8a2,1nk8,e,e.8.1.1,e.8.1
d3ifzb_,3ifz,e,e.11.1.0,e.11.1
d2ynhb_,2ynh,e,e.8.1.2,e.8.1
d3lp2b_,3lp2,e,e.8.1.2,e.8.1
d3rmcb2,3rmc,e,e.8.1.1,e.8.1
d4ro9a_,4ro9,e,e.1.1.0,e.1.1
d5oeza_,5oez,e,e.7.1.0,e.7.1
d1fpka_,1fpk,e,e.7.1.1,e.7.1
d3nwfb_,3nwf,e,e.76.1.1,e.76.1
d1nk0a2,1nk0,e,e.8.1.1,e.8.1
d2ja6a1,2ja6,e,e.29.1.2,e.29.1
d4ebea1,4ebe,e,e.8.1.7,e.8.1
d1iz2a_,1iz2,e,e.1.1.1,e.1.1
d2ddkb_,2ddk,e,e.7.1.0,e.7.1
d3fbpb_,3fbp,e,e.7.1.1,e.7.1
d3gola_,3gol,e,e.8.1.4,e.8.1
d1lbyb_,1lby,e,e.7.1.1,e.7.1
d2p2fa_,2p2f,e,e.23.1.1,e.23.1
d1hvua2,1hvu,e,e.8.1.2,e.8.1
d1ekfb_,1ekf,e,e.17.1.1,e.17.1
d2uuta_,2uut,e,e.8.1.0,e.8.1
d2ayia1,2ayi,e,e.60.1.1,e.60.1
d5c25a1,5c25,e,e.8.1.2,e.8.1
d3kc1a_,3kc1,e,e.7.1.1,e.7.1
d1pi4b_,1pi4,e,e.3.1.1,e.3.1
d1eyka_,1eyk,e,e.7.1.1,e.7.1
d1rtja2,1rtj,e,e.8.1.2,e.8.1
d6pqzb2,6pqz,e,e.37.1.0,e.37.1
d6gkrc_,6gkr,e,e.17.1.0,e.17.1
d5ctma_,5ctm,e,e.3.1.0,e.3.1
d3rgws_,3rgw,e,e.19.1.0,e.19.1
d1y3ib_,1y3i,e,e.52.1.1,e.52.1
d2ajqa2,2ajq,e,e.8.1.1,e.8.1
d1k57b_,1k57,e,e.3.1.1,e.3.1
d1l2sb_,1l2s,e,e.3.1.1,e.3.1
d5j16d_,5j16,e,e.7.1.0,e.7.1
d3pq4d1,3pq4,e,e.5.1.1,e.5.1
d4he0a_,4he0,e,e.7.1.1,e.7.1
d4juza1,4juz,e,e.8.1.7,e.8.1
d1c3ba_,1c3b,e,e.3.1.1,e.3.1
d5dvad_,5dva,e,e.3.1.0,e.3.1
d6q5fa_,6q5f,e,e.3.1.0,e.3.1
d5i63b_,5i63,e,e.3.1.1,e.3.1
d1jlba2,1jlb,e,e.8.1.2,e.8.1
d5oj1a2,5oj1,e,e.3.1.1,e.3.1
d3kmsa1,3kms,e,e.8.1.4,e.8.1
d6eclb_,6ecl,e,e.8.1.2,e.8.1
d1rt6b1,1rt6,e,e.8.1.2,e.8.1
d2rehd2,2reh,e,e.6.1.1,e.6.1
d4ebda1,4ebd,e,e.8.1.7,e.8.1
d2xlnb_,2xln,e,e.3.1.3,e.3.1
d1oj7d1,1oj7,e,e.22.1.2,e.22.1
d2ex2a1,2ex2,e,e.3.1.3,e.3.1
d5jjqb_,5jjq,e,e.23.1.0,e.23.1
d5boha_,5boh,e,e.3.1.0,e.3.1
d4ez6a2,4ez6,e,e.8.1.1,e.8.1
d1egeb2,1ege,e,e.6.1.1,e.6.1
d4ty9c_,4ty9,e,e.8.1.4,e.8.1
d1ci9a_,1ci9,e,e.3.1.1,e.3.1
d1dggb_,1dgg,e,e.5.1.1,e.5.1
d3gv5b1,3gv5,e,e.8.1.7,e.8.1
d1l0da_,1l0d,e,e.3.1.1,e.3.1
d2dnse_,2dns,e,e.3.1.1,e.3.1
d5mr0f_,5mr0,e,e.17.1.0,e.17.1
d3m8qa1,3m8q,e,e.8.1.2,e.8.1
d1s49a_,1s49,e,e.8.1.4,e.8.1
d4icra_,4icr,e,e.60.1.0,e.60.1
d3phec_,3phe,e,e.8.1.4,e.8.1
d2zv6a_,2zv6,e,e.1.1.0,e.1.1
d1uvke_,1uvk,e,e.8.1.6,e.8.1
d1d5aa2,1d5a,e,e.8.1.1,e.8.1
d2vgkd_,2vgk,e,e.3.1.3,e.3.1
d5i60a_,5i60,e,e.17.1.1,e.17.1
d3cswd1,3csw,e,e.17.1.0,e.17.1
d1gghd2,1ggh,e,e.5.1.1,e.5.1
d2blmb_,2blm,e,e.3.1.1,e.3.1
d4fjga2,4fjg,e,e.8.1.1,e.8.1
d2y4aa_,2y4a,e,e.3.1.3,e.3.1
d3soia_,3soi,e,e.3.1.1,e.3.1
d3cvmb_,3cvm,e,e.1.1.1,e.1.1
d7mqnb1,7mqn,e,e.3.1.0,e.3.1
d6u1vc1,6u1v,e,e.6.1.0,e.6.1
d4jtya_,4jty,e,e.8.1.4,e.8.1
d6w5oe_,6w5o,e,e.3.1.0,e.3.1
d3fyza_,3fyz,e,e.3.1.0,e.3.1
d5ghza_,5ghz,e,e.3.1.1,e.3.1
d6n6ta_,6n6t,e,e.3.1.0,e.3.1
d4de0a_,4de0,e,e.3.1.1,e.3.1
d4e76a1,4e76,e,e.8.1.4,e.8.1
d1imdb_,1imd,e,e.7.1.1,e.7.1
d6pr2b2,6pr2,e,e.37.1.0,e.37.1
d4e37b_,4e37,e,e.5.1.1,e.5.1
d1xqga1,1xqg,e,e.1.1.1,e.1.1
d4o7da1,4o7d,e,e.3.1.0,e.3.1
d6ztwd1,6ztw,e,e.5.1.1,e.5.1
d3o83a_,3o83,e,e.23.1.0,e.23.1
d5lrys_,5lry,e,e.19.1.0,e.19.1
d1nb4a_,1nb4,e,e.8.1.4,e.8.1
d2y55a_,2y55,e,e.3.1.3,e.3.1
d5oezc_,5oez,e,e.7.1.0,e.7.1
d4ifyb_,4ify,e,e.8.1.2,e.8.1
d3lfxg_,3lfx,e,e.79.1.0,e.79.1
d1hi0q_,1hi0,e,e.8.1.6,e.8.1
d4daaa_,4daa,e,e.17.1.1,e.17.1
d1ekfa_,1ekf,e,e.17.1.1,e.17.1
d5wi7b_,5wi7,e,e.3.1.0,e.3.1
d3q03b_,3q03,e,e.1.1.1,e.1.1
d5ahsc1,5ahs,e,e.6.1.0,e.6.1
d3bm6a_,3bm6,e,e.3.1.1,e.3.1
d1xhzb2,1xhz,e,e.8.1.1,e.8.1
d5qayb_,5qay,e,e.3.1.0,e.3.1
d5q07h_,5q07,e,e.7.1.1,e.7.1
d3sfga_,3sfg,e,e.8.1.4,e.8.1
d5ksha1,5ksh,e,e.3.1.0,e.3.1
d4n9ka_,4n9k,e,e.3.1.1,e.3.1
d6x4aa1,6x4a,e,e.8.1.2,e.8.1
d2d83d_,2d83,e,e.3.1.1,e.3.1
d3iesa_,3ies,e,e.23.1.1,e.23.1
d3q7za_,3q7z,e,e.3.1.1,e.3.1
d1nuza_,1nuz,e,e.7.1.1,e.7.1
d5ol2f1,5ol2,e,e.6.1.0,e.6.1
d1dy6a_,1dy6,e,e.3.1.1,e.3.1
d2xq1a_,2xq1,e,e.5.1.1,e.5.1
d5brri_,5brr,e,e.1.1.1,e.1.1
d1uvlc_,1uvl,e,e.8.1.6,e.8.1
d6jnua_,6jnu,e,e.5.1.1,e.5.1
d6b1fb_,6b1f,e,e.3.1.0,e.3.1
d2vzeb_,2vze,e,e.23.1.0,e.23.1
d6x4ca1,6x4c,e,e.8.1.2,e.8.1
d3upib_,3upi,e,e.8.1.4,e.8.1
d2fug61,2fug,e,e.19.1.2,e.19.1
d6lfkd1,6lfk,e,e.5.1.1,e.5.1
d2iwba_,2iwb,e,e.3.1.0,e.3.1
d3qo9a1,3qo9,e,e.8.1.2,e.8.1
d3b52x_,3b52,e,e.26.1.2,e.26.1
d3isgb_,3isg,e,e.3.1.1,e.3.1
d5qa4a_,5qa4,e,e.3.1.0,e.3.1
d6q5fc_,6q5f,e,e.3.1.0,e.3.1
d1fouf_,1fou,e,e.27.1.1,e.27.1
d4u0tf_,4u0t,e,e.3.1.0,e.3.1
d5q09e_,5q09,e,e.7.1.1,e.7.1
d1uwlb_,1uwl,e,e.51.1.1,e.51.1
d4iryb_,4iry,e,e.75.1.1,e.75.1
d1nv5a_,1nv5,e,e.7.1.1,e.7.1
d2haia_,2hai,e,e.8.1.4,e.8.1
d1rdza_,1rdz,e,e.7.1.1,e.7.1
d1nhub_,1nhu,e,e.8.1.4,e.8.1
d1i1mb_,1i1m,e,e.17.1.1,e.17.1
d5q07f_,5q07,e,e.7.1.1,e.7.1
d2nvyb1,2nvy,e,e.29.1.1,e.29.1
d6rtpa_,6rtp,e,e.19.1.1,e.19.1
d6w5fb_,6w5f,e,e.3.1.0,e.3.1
d5wafb_,5waf,e,e.3.1.0,e.3.1
d2b63a1,2b63,e,e.29.1.2,e.29.1
d2zm7a_,2zm7,e,e.3.1.1,e.3.1
d2ex6a_,2ex6,e,e.3.1.3,e.3.1
d6cxtb1,6cxt,e,e.6.1.0,e.6.1
d2yzsa_,2yzs,e,e.79.1.1,e.79.1
d4bl3b3,4bl3,e,e.3.1.1,e.3.1
d4oqgf_,4oqg,e,e.3.1.1,e.3.1
d2vwka2,2vwk,e,e.8.1.1,e.8.1
d5terb_,5ter,e,e.8.1.2,e.8.1
d1bucb2,1buc,e,e.6.1.1,e.6.1
d1a4eb_,1a4e,e,e.5.1.1,e.5.1
d6ecla1,6ecl,e,e.8.1.2,e.8.1
d3uqsb_,3uqs,e,e.8.1.4,e.8.1
d1tl8a3,1tl8,e,e.15.1.1,e.15.1
d1bgxt4,1bgx,e,e.8.1.1,e.8.1
d4rm2a_,4rm2,e,e.23.1.0,e.23.1
d3gqza_,3gqz,e,e.3.1.1,e.3.1
d5topb_,5top,e,e.3.1.1,e.3.1
d6ue2c1,6ue2,e,e.3.1.0,e.3.1
d4uqla_,4uql,e,e.19.1.1,e.19.1
d3ifad_,3ifa,e,e.7.1.1,e.7.1
d2iajb_,2iaj,e,e.8.1.2,e.8.1
d3bfcc_,3bfc,e,e.3.1.1,e.3.1
d5hw5a_,5hw5,e,e.3.1.1,e.3.1
d2wonb_,2won,e,e.8.1.2,e.8.1
d4zp9a_,4zp9,e,e.8.1.4,e.8.1
d1ggjc2,1ggj,e,e.5.1.1,e.5.1
d4akrd_,4akr,e,e.43.1.2,e.43.1
d4h8ra_,4h8r,e,e.3.1.0,e.3.1
d2frvs_,2frv,e,e.19.1.1,e.19.1
d1uhgd_,1uhg,e,e.1.1.1,e.1.1
d1i2sa_,1i2s,e,e.3.1.1,e.3.1
d1s0vc_,1s0v,e,e.8.1.3,e.8.1
d5x8fc_,5x8f,e,e.23.1.0,e.23.1
d3cj0a1,3cj0,e,e.8.1.4,e.8.1
d7js3a_,7js3,e,e.7.1.0,e.7.1
d6mkqa_,6mkq,e,e.3.1.1,e.3.1
d3vb9b_,3vb9,e,e.65.1.1,e.65.1
d5kyva_,5kyv,e,e.23.1.1,e.23.1
d4txsd_,4txs,e,e.8.1.4,e.8.1
d1xkzc_,1xkz,e,e.3.1.1,e.3.1
d6rp2s_,6rp2,e,e.19.1.0,e.19.1
d4hbta_,4hbt,e,e.3.1.1,e.3.1
d3owoc_,3owo,e,e.22.1.0,e.22.1
d1lbwa_,1lbw,e,e.7.1.1,e.7.1
d5eq9b_,5eq9,e,e.7.1.0,e.7.1
d4mjoh_,4mjo,e,e.7.1.1,e.7.1
d1q9db_,1q9d,e,e.7.1.1,e.7.1
d4s2ja_,4s2j,e,e.3.1.0,e.3.1
d4rw7a1,4rw7,e,e.8.1.2,e.8.1
d3eomc1,3eom,e,e.6.1.0,e.6.1
d3uhjg_,3uhj,e,e.22.1.0,e.22.1
d4puoa1,4puo,e,e.8.1.2,e.8.1
d3q02b_,3q02,e,e.1.1.1,e.1.1
d2r8ta_,2r8t,e,e.7.1.2,e.7.1
d3bfjd_,3bfj,e,e.22.1.0,e.22.1
d6thqc1,6thq,e,e.17.1.0,e.17.1
d2xq1h_,2xq1,e,e.5.1.1,e.5.1
d1k90c_,1k90,e,e.41.1.1,e.41.1
d4mjof_,4mjo,e,e.7.1.1,e.7.1
d1p81b2,1p81,e,e.5.1.1,e.5.1
d1lj5a_,1lj5,e,e.1.1.1,e.1.1
d4ucwa_,4ucw,e,e.19.1.1,e.19.1
d4lv1b_,4lv1,e,e.3.1.1,e.3.1
d3leza_,3lez,e,e.3.1.1,e.3.1
d2imwp2,2imw,e,e.8.1.7,e.8.1
d2eiya_,2eiy,e,e.17.1.0,e.17.1
d2i06a_,2i06,e,e.2.1.1,e.2.1
d5euaa_,5eua,e,e.3.1.0,e.3.1
d1fpba_,1fpb,e,e.7.1.1,e.7.1
d6elqb_,6elq,e,e.26.1.0,e.26.1
d1qf7a2,1qf7,e,e.5.1.1,e.5.1
d7api.1,7api,e,e.1.1.1,e.1.1
d7kepa_,7kep,e,e.3.1.0,e.3.1
d1yrqn_,1yrq,e,e.18.1.1,e.18.1
d2agpa2,2agp,e,e.8.1.7,e.8.1
d2pyja2,2pyj,e,e.8.1.1,e.8.1
d5d9ac6,5d9a,e,e.82.1.1,e.82.1
d1z6fa2,1z6f,e,e.3.1.1,e.3.1
